01DB METRAVIB|700258
COLORTOKENS INC|3820A86854C1
COLUBRIS NETWORKS|000352
COM C CO LTD|000F03
COM S A T AG|001544
COM21 INC|00A073
COMAG HANDELS AG|000D64
COMAP S R O|6869F2
COMARK INTERACTIVE SOLUTIONS|0003DD
COMART SYSTEM|000D52
COMAT AG|446246
COMAU S P A|78AFE4
COMBA TELECOM SYSTEMS CHINA LTD|00271D
COMBINET|0040F9
COMBIQ AB|64BC11
COMCAM INTERNATIONAL INC|00D07B
COMCAST CABLE CORPORATION|D89C8EF0463B
COMCAST SRL|F83451
COMCORE SEMICONDUCTOR INC|00E0A5
COMDA ENTERPRISES CORP|00D003
COMDESIGN|080067
COMDIAL CORPORATION|0002D0
COMECER NETHERLANDS|38A53C
COMELIT GROUP S P A|002529
COMELTA S A|00C0CD
COMENDEC LTD|004060
COMESTA INC|28FEDE
COMFILE TECHNOLOGY|0025AF
COMFLUX TECHNOLOGY INC|000BE7
COMIGO LTD|C0B339
COMING MEDIA CORP|001D5E
COMJET INFORMATION SYSTEMS CORP|0006FD
COMLAB INC|8CDE99
COMMAGILITY LTD|0021E0
COMMAND E TECHNOLOGY CO LTD|000869
COMMANDO NETWORKS LIMITED|8C02FA
COMMAX CO LTD|000B42
COMMEND INTERNATIONAL GMBH|000CABBC6A44
COMMERCEGUARD AB|001937
COMMERCIANT LP|001962
COMMFRONT COMMUNICATIONS PTE LTD|D8C561
COMMIDT AS|002676
COMMIL LTD|0007D6
COMMISSARIAT A L ENERGIE ATOM|000055
COMMODORE INTERNATIONAL|008010
COMMON NETWORKS|283E76
COMMONWEALTH SCIENTIFIC AND INDUSTRIAL RESEARCH ORGANISATION|D89790
COMMSCOPE INC|00402000D0AC
COMMSCRAFT LTD|00809D
COMMSEN CO LIMITED|745327
COMMSKY TECHNOLOGIES|34CD6D
COMMTACT LTD|002631
COMMTECH INC|0004FB
COMMTECH TECHNOLOGY MACAO COMMERCIAL OFFSHORE LTD|001FD2
COMMTEST INSTRUMENTS LTD|001DEA
COMMUNICATION AUTOMATION CORP|00D02E
COMMUNICATION DEVICES INC|00902A
COMMUNICATION MACHINERY CORPORATION|000B1600CF1C02CF1C
COMMUNICATION NETWORKS LLC|00223B
COMMUNICATION SYSTEM DESIGN MANUFACTURING CSDM|0014DC
COMMUNICATION WEAVER CO LTD|00094C
COMMUNICATIONS ELECTRONICS SECURITY GROUP|0010C8
COMMUNICATIONS POWER INDUSTRIES|000B4E00163B
COMMUNICATIONS POWER INDUSTRIES SATCOM DIVISION|000C0D
COMMUNIQUE WIRELESS CORP|0050AD
COMMVISION CORP|00A09F
COMNECT TECHNOLOGY CO LTD|4C6E6E
COMONE|0030C2
COMOS TELECOM|001068
COMPAC INC|004024
COMPACT DATA LTD|00A0A0
COMPACT DEVICES INC|00A053
COMPACTA INTERNATIONAL LTD|D81C14
COMPAL BROADBAND NETWORKS INC|342CC438437D5467515C353B6802B8905C44AC2205B4F267DC537C
COMPAL COMMUNICATIONS INC|0016D4
COMPAL ELECTRONICS INC|00023F000FB0
COMPAL INFORMATION KUNSHAN CO LTD|001B38001EEC00235A0026220897981C39471C7508201A0620898440C2BA705AB67C8AE188AE1D9828A69829A69C5A44B870F4B888E3BCECA0DC0EA1E4A8DFF0761CF8A963FC4596
COMPANIES HOUSE TO GLUCORX TECHNOLOGIES LTD|E826B6
COMPANY NA STAGE LIGHT|5C045A
COMPANYTEC AUTOMA O E CONTROLE LTDA|002628
COMPASS EOS|4012E4
COMPASS SYSTEM EMBEDDED DEPT|002475
COMPASS SYSTEMS CORP|001F60
COMPASS TECHNOLOGIES INC|58E326
COMPCONTROL B V|0080EB
COMPELLENT TECHNOLOGIES INC|000D31
COMPER TECHNOLOGY INVESTMENT LIMITED|887F03
COMPEX|004029
COMPEX INCORPORATED|008048
COMPEX SYSTEMS PTE LTD|04F021
COMPLEMENTARY TECHNOLOGIES LTD|000511
COMPLETE MEDIA SYSTEMS|0015FD
COMPREHENSIVE POWER|A036F0
COMPRESSOR CONTROLS CORP|DCA7D9
COMPRO TECHNOLOGY|0018FB
COMPU SHACK ELECTRONIC GMBH|0000CB
COMPUADD CORPORATION|008006
COMPUCASE ENTERPRISE CO LTD|000C33
COMPUCORP|000053
COMPULAB LTD|0001C0
COMPULITE R D|00E084
COMPULOGIC LIMITED|000D06
COMPUMEDICS LTD|002229
COMPUNETIX INC|000AB6
COMPUPAL GROUP CORPORATION|74FDA0
COMPUPRINT S P A|00066D
COMPUSERVE INC|0060E4
COMPUTADORAS MICRON|008070
COMPUTADORES MODULARES SA|006004
COMPUTATIONAL SYSTEMS INC|00D0C5
COMPUTEC OY|001B37
COMPUTER COMMUNICATION RESEARCH LAB|00E0D6
COMPUTER CONSOLES INC|00006A
COMPUTER ENGINEERING LIMITED|001A19
COMPUTER GENERATION INC|008086
COMPUTER HARDWARE DESIGN SIA|0018E6
COMPUTER HI TECH INC|001ABE
COMPUTER IDENTICS|00205A
COMPUTER OFFICE CO LTD|4C07C9
COMPUTER OPERATIONAL|00C0C4
COMPUTER PERFORMANCE INC DBA DIGITAL LOGGERS INC|7CE1FF
COMPUTER PERIPHERALS INC|0080D0
COMPUTER SOCIETY MICROPROCESSOR MICROPROCESSOR STANDARDS C|00A03F
COMPUTER SYSTEMS ENGINEERING|00C078
COMPUTER TECHNICA INC|001028
COMPUTER TECHNOLOGY CORP|001053
COMPUTERM CORPORATION|0040B6
COMPUTERVISION CORPORATION|080001
COMPUTEX CO LTD|00A00B
COMPUTIME LTD|001E5E
COMPUTONE SYSTEMS|008069
COMPUTROLS INC|000914
COMPUWARE CORPORATION|00E06D
COMPXS LIMITED|000DEB
COMSAT CORPORATION|00A094
COMSIS|AC02EF
COMSOFT GMBH|004014
COMSPACE CORPORATION|0003E2
COMSTAT DATACOMM CORPORATION|00C0B3
COMSTOCK RD INC|E81363
COMSYS COMMUNICATION LTD|001E39
COMTEC CO LTD|800A0690D852
COMTEC SYSTEMS CO LTD|00E01A
COMTECH EF DATA CORP|0006B0
COMTECH RESEARCH INC|0020B1
COMTECH TECHNOLOGY CO LTD|701D7F
COMTREE TECHNOLOGY CORPORATION|00C0D1
COMTREND CORPORATION|001D200030DA1C64993872C064680CA01842C8D12AD8B6B7F88E85
COMTROL CORPORATION|00C04E
COMTROL EUROPE LTD|0001EE
COMTRON INC|002049
COMTTI INTELLIGENT TECHNOLOGY SHENZHEN CO LTD|1C3283
COMWORTH CO LTD|0022D4
COMXION TECHNOLOGY INC|0023B0
CONCEPT DEVELOPMENT INC|182C91
CONCEPTION ELECTRONIQUE|B4E01D
CONCEPTRONIC|0022F7
CONCERN AXION JSC|4861A3
CONCH ELECTRONIC CO LTD|14D76E
CONCORD COMMUNICATIONS INC|000069
CONCORD IDEA CORP|000B44
CONCORDE MICROSYSTEMS INC|000C16
CONCUR SYSTEM TECHNOLOGIES|00904A
CONCURRENT COMPUTER CORP|080045
CONCURRENT TECHNOLOGIES LTD|00409E
CONDALO GMBH|001BB3
CONDEV LTD|00031F
CONDOR SYSTEMS INC|00805B
CONDUCTIX WAMPFLER GMBH|9CC0D2
CONELCOM GMBH|50D753
CONET CO LTD|4CB9C8
CONET COMMUNICATIONS INC|0001D1
CONEXANT SYSTEMS INC|0030CD
CONEXTOP|2CAC44
CONFERTECH INTERNATIONAL|00608B
CONFIDANT INTERNATIONAL LLC|001D6D
CONGATEC GMBH|001395
CONGRUENCY LTD|00300C
CONITEC DATENSYSTEME GMBH|0011EF
CONKLIN CORPORATION|00016E
CONLOG PTY LTD|403067
CONMED LINVATEC|001F4E
CONMET|145BB934EE2A5466F9D0989C
CONNECT AS|000024
CONNECT ONE|000394
CONNECT SRL|0026A7
CONNECT TECH INC|000C8B
CONNECTED DATA INC|FC2A54
CONNECTED HOME|1C7328447F77
CONNECTED SYSTEMS|00D053
CONNECTION MACHINES SERVICES|004054
CONNECTION TECHNOLOGY SYSTEMS|000619
CONNECTQUEST LLC|3C3888
CONNER PERIPHERALS|00A028
CONNEX GMBH|A4E7E4
CONNEXIONZ LIMITED|000BBD
CONRAD CORP|0001C8
CONRAD ELECTRONIC SE|C0DF77
CONSENSYS COMPUTERS INC|000D7B
CONSENTRY NETWORKS|001236
CONSERT INC|B43741
CONSERVATION THROUGH INNOVATION LTD|0060FC
CONSILIUM AB|0021C4
CONSOLIDATED RESOURCE IMAGING|A8FCB7
CONSORT CONTROLS LTD|0C9D56
CONSPIN SOLUTION|1838AE
CONSTELL8 NV|2066FD
CONSTRUCCIONES Y AUXILIAR DE FERROCARRILES S A|001F39
CONSULTRONICS EUROPE LTD|001443
CONSUMER TECHNOLOGIES GROUP LLC|001532
CONTAL OK LTD|000B3D
CONTEC CO LTD|00804C
CONTEC GMBH|746F3D
CONTELA INC|00170B
CONTEMPORARY CONTROL|0050DB
CONTEMPORARY RESEARCH CORP|0014C8
CONTEX A S|0008C3
CONTEXTREAM LTD|002485
CONTI TEMIC MICROELECTRONIC GMBH|0036F8D8182B
CONTINENTAL|184CAE
CONTINENTAL AFTERMARKET SERVICES GMBH|24085D
CONTINENTAL AUTOMOTIVE CZECH REPUBLIC S R O|9C28BFACC358
CONTINENTAL AUTOMOTIVE GMBH|408256
CONTINENTAL AUTOMOTIVE HUNGARY KFT|B4DDD0
CONTINENTAL AUTOMOTIVE SYSTEMS INC|001EAE0054AF20AD56D494FB
CONTINENTAL INTELLIGENT TRANSPORTATION SYSTEMS LLC|8C5F48
CONTINUOUS COMPUTING CORP|0002BB
CONTINUUM PHOTONICS INC|000F56
CONTINUUM TECHNOLOGY CORP|0060A3
CONTOUR DESIGN LLC|38CA97
CONTROL APPLICATIONS LTD|000279
CONTROL CONCEPTS INC|7C7B8B
CONTROL DATA|080025
CONTROL DYNAMICS PTY LTD|001D5D
CONTROL EXPRESS FINLAND OY|001FC0
CONTROL ID|FC52CE
CONTROL MICROSYSTEMS|000374000521
CONTROL MODULE INC|0009DA
CONTROL PRODUCTS INC|000DE1
CONTROL RESOURCES CORPORATION|00E080
CONTROL SISTEMATIZADO S A|FC10BD
CONTROL SOLUTIONS INC|0030C6
CONTROL SOLUTIONS LLC|E4A387
CONTROL TECHNIQUES|000D1E
CONTROL TECHNOLOGY CORPORATION|00C0CB
CONTROL TECHNOLOGY INC|002025F89D0D
CONTROL4|000FFF
CONTROLLED ELECTRONIC MANAGEME|003046
CONTROLLED ENVIRONMENTS LTD|00E059
CONTROLNET INC|0060C9
CONTROLNET INDIA PRIVATE LIMITED|000CC2
CONTROLTHINGS OY AB|B4DD15
CONTROLTRONIC GMBH|504B5B
CONTROLWARE GMBH|006054
CONVEDIA|000682
CONVERGENCE TECHNOLOGIES|B87447
CONVERGENET TECHNOLOGIES|0030B0
CONVERGENS OY LTD|0019F4
CONVERGENT NETWORKS INC|00D010
CONVERSDIGITAL CO LTD|985E1B
CONVERSION SOUND INC|F473CA
CONVERTER INDUSTRY SRL|001E51
CONVEX COMPUTER CORPORATION|00A0D9
CONVEY COMPUTER CORP|0024E1
CONVISION TECHNOLOGY GMBH|00D0F0
CONWARE COMPUTER CONSULTING|0000AC
CONWIN TECH LTD|FC9FE1
CONWISE TECHNOLOGY CORPORATION LTD|001BF6
COOCAA NETWORK TECHNOLOGY CO TD|E80115
COOL CONTROL LTD|283B96
COOLBITX LTD|1C97FB
COOLER MASTER TECHNOLOGY INC|C8A40D
COOLKSKY CO LTD|001603
COOPER LIGHTING SOLUTIONS|001D05
COORDIWISE TECHNOLOGY CORP|00266F
COOSEA GROUP HK COMPANY LIMITED|1C9F4E
COP SECURITY SYSTEM CORP|00261D
COPAN SYSTEMS INC|000ED5
COPERNIQUE|00406C
COPLEY CONTROLS CORPORATION|001AF8
COPPER MOUNTAIN COMMUNICATIONS INC|006058
COPPERCOM INC|0090FD
CORAL NETWORK CORPORATION|0080E3
CORAL TELECOM LIMITED|4CDC0D
CORDANT INC|00A0B7
CORDER ENGINEERING CORPORATION|00506E
CORE BRANDS LLC|F8572E
CORE COMMUNICATIONS CO LTD|00030E
CORE CORPORATION|00176D
CORE DIGITAL ELECTRONICS CO LTD|001C29
CORE LOGIC INC|6C6EFE
CORE MICRO SYSTEMS INC|0014A2
CORE STAFF CO LTD|BC4E3C
CORE SYSTEM JAPAN|002664
CORE TEC COMMUNICATIONS LLC|000AFC
COREBELL SYSTEMS INC|000AD4
CORECESS INC|0090A3
COREDGE NETWORKS INC|00137E
COREEDGE NETWORKS CO LTD|0835B2
COREGA K K|000A79002687
COREGA OF AMERICA|00041D
CORELATUS AB|001AAC
CORELIS INC|0060B8
COREOS|B47447
CORESTAR INTERNATIONAL CORP|0014B3
CORESYS|A0BFA5
CORETREE CO LTD|001FFA
CORETRONIC CORPORATION|005041
CORETRUST INC|188410
CORIANT|C8DEC9
CORIANT GMBH|1C7CC7
CORINEX COMMUNICATION CORP|000BC2
CORINTECH LTD|988BAD
CORIOLIS NETWORKS|000273
CORNAMI INC|9043E2
CORNELIS NETWORKS INC|D0066A
CORNELIUS CONSULT|000A7B
CORNELL COMMUNICATIONS INC|0021C3
CORNELL UNIVERSITY|006055
CORNET TECHNOLOGY INC|00032300101B
CORNING INCORPORATED|003035
COROLLARY INC|00406E
COROMETRICS MEDICAL SYSTEMS|00C01A
CORONA CORPORATION|001461
CORPORACION EMPRESARIAL ALTRA SL|28CCFF
CORPORATE NETWORK SYSTEMS INC|00C0B5
CORPORATION OF THE PRESIDING BISHOP OF THE CHURCH OF JESUS CHRIST OF LATTER DAY SAINTS|8427CE
CORRENT CORPORATION|000B0B
CORRIGENT SYSTEMS|0008DB
CORSA TECHNOLOGY INCORPORATED|2829CC
CORSAIR MEMORY INC|807B1E
CORTINA SYSTEMS INC|001325
CORTLAND RESEARCH LLC|FC0647
CORVALENT CORPORATION|0007B8
CORVENTIS INC|002234
CORVIS CORPORATION|005072
CORVUS SYSTEMS INC|08004D
COS TRON|000803
COSCO ELECTRONICS CO LTD|7CBB6F
COSESY APS|98EC65
COSINE COMMUNICATIONS|00D07D
COSMIC ENGINEERING INC|000DC7
COSMO CO LTD|D4945A
COSMO RESEARCH CORP|000237
COSMO TECHS CO LTD|000F1D
COSONIC INTELLIGENT TECHNOLOGIES CO LTD|F0AE66
COSTAR ELECTRONICS INC|0025B7
COSTAR VIDEO SYSTEMS|A0C2DE
COSTEL CO LTD|F08BFE
COSTER T E S P A|B48910
COSWORTH ELECTRONICS LTD|00E0B7
COSYST CONTROL SYSTEMS GMBH|FC7F56
COSYSTEMS INC|005026
COT GMBH|0003BC
COTAS COMPUTER TECHNOLOGY A B|000215
COTEAU VERT CO LTD|001116
COTRON CORPORATION|001172
COTS TECHNOLOGY|E828D5
COULOMB TECHNOLOGIES|0024B1
COULTER CORPORATION|00A029
COUNTER SOLUTIONS LTD|0020C3
COUNTERPOINT COMPUTER INC|08005E
COUNTMAX LTD|F49466
COUNTWISE LTD|683B1E
COUP CORPORATION|0007E5
COVAL|205A00
COVAX CO LTD|001C6B
COVERGENCE INC|0014DD
COVI TECHNOLOGIES INC|0013E3
COVIA INC|00246B
COVOTE GMBH CO KG|001D47
COWBELL ENGINEERING CO LTD|001CDD
COWON SYSTEMS INC|001E55
COX CO LTD|603FC5
COX COMMUNICATIONS INC|B8D309
COYOTE SYSTEM|F4E204
COYOTE TECHNOLOGIES LLC|0010B7
COZYBIT INC|4C2258
CP CLARE CORP|003015
CP GEORGES RENAULT|000999
CP PLUS GMBH CO KG|140708
CPI|EC7D9D
CQ INC|001D58
CQOS INC|003079
CRADLE TECHNOLOGIES|0007DD
CRADLEPOINT INC|00304400E01C
CRANITE SYSTEMS INC|001C86
CRATOS NETWORKS|000409
CRAY COMMUNICATIONS A S|000080
CRAY COMMUNICATIONS LTD|00006D
CRAY INC|000EAB0040A6
CREATCOMM TECHNOLOGY INC|9CB793
CREATE NEW TECHNOLOGY HK LIMITED COMPANY|AC867E
CREATION TECHNOLOGIES LP|3C02B1
CREATIV NETWORK TECHNOLOGIES|0005E2
CREATIVE CHIPS GMBH|1459C3
CREATIVE CONTROLLERS INC|00A018
CREATIVE ELECTRONIC SYSTEMS|0080A2
CREATIVE ELECTRONICS SOFTWARE INC|C0CFA3
CREATIVE LINK TECHNOLOGY LIMITED|144319
CREATIVE MICROSYSTEMS|00C04B
CREATIVE NEXT DESIGN|F02A23
CREATIVE PRODUCT DESIGN PTY LTD|7CEF18
CREATIVE TECHNOLOGY LTD|00023C
CREATIX POLYMEDIA GES FUR KOMMUNIKAITONSSYSTEME|0007CA
CREATZ INC|2CA89C
CREE INC|E00DB9
CREMOTE LLC|B45861
CRENET LABS CO LTD|38127B
CRENOVA MULTIMEDIA CO LTD|0025FF
CRENUS CO LTD|24B88C
CREOTECH INSTRUMENTS S A|E06CA6
CREOWAVE OY|94CDAC
CRERE NETWORKS INC|000E27
CRESCENDO NETWORKS|001DB1
CRESCENT NETWORKS INC|00D0B6
CRESITT INDUSTRIE|000ED4
CREST AUDIO|000C3E
CRESTRON ELECTRONICS INC|00107FC44268
CRESYN|0018093053C17445CE
CRETE SYSTEMS INC|00163F
CREVAL SYSTEMS INC|000A89
CREVIS CO LTD|0014F7
CREWAVE CO LTD|000270
CREXENDO BUSINESS SOLUTIONS INC|ACD180
CRFS LIMITED|001E89
CRINIS NETWORKS INC|000A62
CRISP AUTOMATION INC|00002B
CRISTIE ELECTRONICS LTD|00A0C4
CRITICAL IO LLC|00909E
CRITICARE SYSTEMS INC|44599F
CROMEMCO INCORPORATED|080004
CROMPTON INSTRUMENTS|6010A2
CRONOPLAST S L|40BC73
CRONOS S R L|000598
CRONYX ENGINEERING|000994
CROSS MATCH TECHNOLOGIES GMBH|000633
CROSS MATCH TECHNOLOGIES INC|0017C600308E
CROSS POINT BV|84F64C
CROSSBEAM SYSTEMS INC|0003D2
CROSSBOW TECHNOLOGY INC|001A4C
CROSSCOMM CORPORATION|000098
CROSSPORT SYSTEMS|000609
CROSSROADS SYSTEMS INC|00E002
CROUZET AUTOMATISMES|84ACFB
CROW ELECTRONIC ENGENEERING|0013A1
CROWN AUDIO HARMANM INTERNATIONAL|000A40
CRRC DALIAN R D CO LTD|24C1BD
CRU DATAPORT|60F59C
CRYPTEK INC|00008D
CRYPTO AG|009029
CRYPTO S A|001846
CRYPTOMETRICS|001E34
CRYPTOSOFT|001464
CRYPTSOFT PTY LTD|001EB1
CRYSTAL GROUP INC|0090D60091D6
CRYSTAL SEMICONDUCTOR CORP|006011
CRYSTAL VISION LTD|84DE3D
CRYSTALFONTZ AMERICA INC|58B9E1
CS COMPUTER SYSTEME GMBH|00A05D
CS CORPORATION|0018C3
CS SERVICES CO LTD|38C7BA
CS SYSTEMES DE SECURITE C3S|0002E9
CS TELECOM|00005D
CSE SERVELEC LIMITED|189A67
CSEE TRANSPORT|000703
CSG SCIENCE TECHNOLOGY CO LTD HEFEI|24ECD6
CSI CONTROL SYSTEMS|0010C3
CSIR|00A014
CSJ GLOBAL INC|0021C6
CSK CORPORATION|00800B
CSL DUALCOM LTD|54AED2
CSM GMBH|D46CDA
CSP FRONTIER TECHNOLOGIES INC|001C60
CSPI|00E041
CSR ZHUZHOU INSTITUTE CO LTD|AC2A0C
CSS INC|0012CB
CSS LABS|000038
CSSI S PTE LTD|00243B
CSST|0475F5
CSUN SYSTEM TECHNOLOGY CO LTD|BC39A6
CTC UNION TECHNOLOGIES CO LTD|0002AB
CTE INTERNATIONAL SRL|547A52
CTEK INC|2486F4
CTEK SWEDEN AB|2CFCE4
CTERA NETWORKS LTD|002525
CTI PRODUCTS INC|0010EE
CTR SRL|2C228B
CTRING|00199C
CTRIXS INTERNATIONAL GMBH|0026F0
CTS CLIMA TEMPERATUR SYSTEME GMBH|001191
CTS ELECTRONICS|000E72
CTS LIMITED|94CE31
CUB ELECPARTS INC|B4CDF5
CUBE TECHNOLOGIES|001548
CUBIC DEFENSE APPLICATIONS INC|000E96
CUBIC DEFENSE SIMULATION SYSTEMS|00148D
CUBIC TRANSPORTATION SYSTEMS INC|000CAA
CUBIX CORPORATION|002094
CUBRO ACRONET GESMBH|D8209F
CUCINIALE GMBH|F42012
CUDO COMMUNICATION CO LTD|88ED1C
CUFF|C02DEE
CUMMINGS ENGINEERING|B07908
CUMMINS ALLISON CORP|0023CF
CUMMINS INC|001CE8
CUMULUS CORPORATIION|0080E8
CUMULUS NETWORKS INC|443839
CURIOUSER PRODUCTS INC|CC3B58
CURRANT INC|0CC731
CURRENT ENERGY|0011DF
CURRENT POWERED BY GE|8CC661
CURRENTOPTRONICS PVT LTD|14A72B
CURTIS INC|001B3E
CURTIS INSTRUMENTS INC|7C0187
CURTISS WRIGHT CONTROLS AVIONICS ELECTRONICS|000C4D
CURTISS WRIGHT CONTROLS EMBEDDED COMPUTING|001BAC
CURVALUX|409CA6
CURVES INTERNATIONAL INC|001607
CUSTOM COMPUTER SERVICES INC|001CDC
CUSTOM ENGINEERING|000EE2
CUSTOM MICRO PRODUCTS LTD|0001CE
CUTERA INC|002601
CUTLER HAMMER INC|00D0AF
CVC|A8CE90
CVILUX CORPORATION|50D213
CVT CO LTD|D4E90B
CWD INNOVATION LIMITED|EC2C11
CWLINUX LIMITED|001C07
CWT CO LTD|0016A8
CXP DIGITAL BV|002513
CXR ANDERSON JACOBSON|001B7D
CYAN OPTIC INC|001D99
CYBELEC SA|C43C3C
CYBER BLUE HK LTD|001A7D
CYBER FONE INC|0005AB
CYBER RAIN INC|BCA9D6
CYBER SOLUTIONS INC|001AB2
CYBER SWITCHING INC|0009E6
CYBER TECHNOLOGY CO LTD|00046C
CYBER TRANS JAPAN CO LTD|84A991
CYBERA INC|BCB852
CYBERBOARD A S|000433
CYBERDATA CORPORATION|0020F7
CYBERDYNE INC|002206
CYBERGRAPHIC SYSTEMS PTY LTD|008065
CYBERNET INC|00125D
CYBERNET MANUFACTURING INC|000D05
CYBERNETICS|000B56
CYBERNETICS TECH CO LTD|003068
CYBEROPTICS CORPORATION|000174
CYBERPIXIE INC|000440
CYBERPOWER SYSTEMS INC|000C15
CYBERTAN TECHNOLOGY INC|0001360045E20090A224FE9A2839266014B3702559784561B0FC36C83DD4
CYBERTEC PTY LTD|0020DD
CYBERTECH INC|001FB1
CYBERTECH TELECOM DEVELOPMENT|001D02
CYBERTELBRIDGE CO LTD|5C8778
CYBIOTRONICS FAR EAST LIMITED|001DF9
CYBO CO LTD|2C3796
CYCLADES CORPORATION|00602E
CYCLE COMPUTER CORPORATION INC|00604E
CYCLONE MICROSYSTEMS INC|00804D
CYCLOTRONICS POWER CONCEPTS INC|08A8A1
CYDLE CORP|94D019
CYFROWY POLSAT SA|0021FF
CYG SUNRI CO LTD|2464EF
CYGNAL INTEGRATED PRODUCTS INC|000B3C
CYGNET SYSTEMS|08004F
CYGNET TECHNOLOGIES INC|000162
CYGNUS MICROSYSTEMS P LIMITED|000C4A
CYLINK CORPORATION|00A035
CYLON CONTROLS|000FEB
CYMPHONIX CORP|001769
CYMTEC SYSTEMS INC|00210C
CYNNY ITALIA S R L|08B2A3
CYNOSURE TECHNOLOGIES CO LTD|78DAA2
CYNOVE|B8BA72
CYPAK AB|0022D6
CYPRESS ELECTRONICS LIMITED|146A0B
CYPRESS SEMICONDUCTOR|00A050
CYPRESS SOLUTIONS INC|0025B9
CYPRESS TECHNOLOGY CO LTD|F82285
CYQ VE TECHNOLOGY CO LTD|001037
CYRA TECHNOLOGIES INC|003090
CYRAS SYSTEMS INC|000318
CYTIVA SWEDEN AB|001711
CYTYC CORPORATION|001553
CYVERSE CORPORATION|001E2C
CYWEE GROUP LTD|50053D
CYZENTECH CO LTD|000446
CZ NIC Z S P O|D858D7
D B AUDIOTECHNIK GMBH|3CC0C6
D BOX TECHNOLOGIES|002577
D BROAD INC|8C5CA1
D E SHAW RESEARCH LLC|001817
D LINK CORPORATION|000D88000F3D0011950013460015E900179A00195B001B11001CF0001E580021910022B000240100265A0050BA04BAD63408045CD998642943C8787DF07D68
D LINK INTERNATIONAL|00AD24085A110C0E760CB6D21062EB10BEF514D64D180F761C5F2B1C7EE51CAFF71CBDB928107B283B82340A333C1E04409BCD48EE0C54B80A58D56E60634C6C198F6C72207062B874DADA78321B78542E7898E880268984C9B2908D789094E49CD643A0A3F0A0AB1BA42A95A8637DACF1DFB0C554B8A386BC0F9ABC2228BCF685C0A0BBC412F5C4A81DC4E90AC8BE19C8D3A3CCB255D8FEE3E01CFCE46F13E8CC18EC2280ECADE0F0B4D2F48CEBF8E903FC7516
D LINK MIDDLE EAST FZCO|A09F7A
D LINK SHANGHAI LIMITED CORP|B437D8
D LINK SYSTEMS INC|00055D0080C8
D M HOLDINGS INC|0005CD0006788CA96F
D MAX TECHNOLOGY CO LTD|001589
D NET INTERNATIONAL CORPORATION|000BFB
D ORTIZ CONSULTING LLC|94E226
D R ELECTRONICA WEESP BV|000F64
D SIGNT GMBH CO KG|7CA29B
D TACQ SOLUTIONS LTD|002154
D2D TECHNOLOGIES|BCD5B6
D3 LED LLC|0018B7
DAC ENGINEERING CO LTD|002247
DACOLL LIMITED|00808B
DACOS TECHNOLOGIES CO LTD|0017E1
DADOUTEK COMPANY LIMITED|24BE18
DAE EUN ELETRONICS CO LTD|5C22C4
DAEHANET INC|00076C
DAEHAP HYPER TECH|0026A87846C478CB68
DAEHO I T|B4B265
DAEMYUNG ZERO1|0017DC
DAERYUNG IND INC|0004E4
DAESHIN INFORMATION TECHNOLOGY CO LTD|F897CF
DAESUNG ELTEC|48ED80
DAESUNG NETWORK|3C1040
DAEWOO ELECTRONICS CO LTD|009053
DAEWOO TELECOM LTD|00C077
DAEWOO TELETECH CO LTD|000AC4
DAEWOOIS|181714
DAEYEON CONTROL INSTRUMENT CO LTD|78A6BD
DAEYOUNG ELECTRONICS|9CFA3C
DAEYOUNG INFORMATION SYSTEM CO LTD|E80C38
DAGE MTI OF MC INC|0013FF
DAGS|0CC6AC
DAGS INC|001752
DAI NIPPON PRINTING CO LTD|0012B1
DAIDEN CO LTD|00033C
DAIDO SIGNAL CO LTD|002528
DAIHAN SCIENTIFIC CO LTD|B4EF04
DAIHEN CORPORATION|00074B
DAIICHI DENTSU LTD|001F98
DAIICHI ELECTRONICS CO LTD|000B01
DAIKIN AIR CONDITIONING SHANGHAI CO LTD|601803
DAIKIN INDUSTRIES LTD|00804F
DAIKYUNG VASCOM|983071
DAIN TELECOM CO LTD|005038
DAINIPPON PHARMACEUTICAL CO LTD|00155A
DAINIPPON SCREEN CORPORATE|00D019
DAINTREE NETWORKS PTY|002281
DAIRY CHEQ INC|58D6D3
DAISY SYSTEMS CORP|080050
DAISY TECHNOLOGIES INC|0009FE
DAKO EDV INGENIEUR UND SYSTEMHAUS GMBH|001E4E
DAKOS DATA COMMUNICATION CO LTD|000462
DAKTRONICS INC|0009EC
DALI WIRELESS INC|24BC82
DALIAN CO EDIFICE VIDEO TECHNOLOGY CO LTD|7C1AFC
DALIAN DAXIAN NETWORK|00D033
DALIAN GOLDEN HUALU DIGITAL TECHNOLOGY CO LTD|0016F5
DALIAN HI THINK COMPUTER TECHNOLOGY CORP|1C1CFD
DALIAN LAMBA TECHNOLOGY CO LTD|308976
DALIAN SEASKY AUTOMATION CO LTD|B46D35
DALLAS SEMICONDUCTOR INC|006035
DALLMEIER ELECTRONIC|000B02
DAMALISK|7CC8D7
DAMALL TECHNOLOGIES SAS|7C1476
DAMETRIC AB|00161A
DAMM CELLULAR SYSTEMS A S|000FE3
DANA COMPUTER INC|00007A
DANAHER MOTION KOLLMORGEN|00231B
DANAL ENTERTAINMENT|745933
DANAM COMMUNICATIONS INC|000536
DANCONTROL ENGINEERING|000733
DANELEC ELECTRONICS A S|0011E4
DANFOSS A S|000768
DANFOSS DRIVES A S|001B08
DANFOSS INC|000B2D
